Timestamp_ms,Escenario,Modo,Calidad,Satelites,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Rumbo,CrossTrack_m,AlongTrack_m,OdomFault,HealthScore,HealthMode,PowerState,ShutdownLatched,WaypointCount,BspBus,RadioDroppedPackets,Imu_Valid,Imu_Accel_X,Imu_Accel_Y,Imu_Accel_Z,Imu_Gyro_X,Imu_Gyro_Y,Imu_Gyro_Z,Gnss_Fix,Gnss_Lat,Gnss_Lon,Gnss_Alt,Gnss_Speed,Gnss_Course,Ekf_Active,Ekf_Outlier,Gnss_NIS,Gnss_Innov_N,Gnss_Innov_E,Gnss_Innov_D,Gnss_Accept_Count,Gnss_Reject_Count,Gnss_Update_Accepted,Ekf_Bias_Ax,Ekf_Bias_Ay,Ekf_Bias_Az,Ekf_Bias_Gx,Ekf_Bias_Gy,Ekf_Bias_Gz,Ekf_Att_Roll,Ekf_Att_Pitch,Ekf_Att_Yaw,Ekf_P_PosN,Ekf_P_PosE,Ekf_P_PosD,Ekf_P_VelN,Ekf_P_VelE,Ekf_P_VelD,Ekf_P_Roll,Ekf_P_Pitch,Ekf_P_Yaw,Ekf_P_BiasAx,Ekf_P_BiasAy,Ekf_P_BiasAz,Ekf_P_BiasGx,Ekf_P_BiasGy,Ekf_P_BiasGz,Desired_Heading,Desired_Speed,Desired_Climb,CrossTrack_Signed_m,Mission_State,Active_WP,Return_Home,Loop_us,Missed_Ticks,Max_Loop_us,Temperature_C
28200,CLEAN,GPS,0.850000,10,41.38562775,2.16962361,12.4184,-7.735179,2.868710,275.551605,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.468448,0.003485,9.808244,-0.000771,0.001454,0.101332,1,41.38562775,2.16962361,12.4184,8.250000,159.6519,1,0,0.403450,-0.174683,-0.336533,1.554970,251,32,1,-0.760310,0.013161,0.870087,0.005218,-0.036293,-0.069212,0.075002,0.251024,2.121783,0.719623,0.717197,0.555347,0.809083,0.801273,0.388821,0.099179,0.078409,0.355741,0.424079,0.426126,0.113056,0.013770,0.012307,0.034485,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
28300,CLEAN,GPS,0.850000,10,41.38562012,2.16962600,12.4648,-7.735179,2.868710,276.530487,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.449334,-0.004051,9.788699,-0.000564,0.001415,0.101315,1,41.38562012,2.16962600,12.4648,8.250000,159.6519,1,0,0.385863,-0.172928,-0.420059,1.498948,252,32,1,-0.760055,0.009965,0.866131,0.005222,-0.036131,-0.069357,0.075687,0.250576,2.132581,0.719465,0.717037,0.555086,0.808776,0.800873,0.388493,0.099187,0.078341,0.357111,0.423982,0.426072,0.112872,0.013756,0.012286,0.034471,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
28400,CLEAN,GPS,0.850000,10,41.38561249,2.16963053,12.4292,-7.735179,2.868710,277.509705,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.455739,-0.011294,9.792296,-0.000350,0.001365,0.101297,1,41.38561249,2.16963053,12.4292,8.250000,159.6519,1,0,0.388126,-0.171478,-0.317848,1.527514,253,32,1,-0.759546,0.006892,0.862145,0.005222,-0.036000,-0.069525,0.076541,0.250472,2.143742,0.719314,0.716881,0.554829,0.808490,0.800509,0.388170,0.099198,0.078275,0.358487,0.423884,0.426017,0.112690,0.013741,0.012266,0.034457,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
28500,CLEAN,GPS,0.850000,10,41.38560486,2.16963267,12.3651,-7.735179,2.868710,278.491425,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.453519,-0.001653,9.817321,-0.000132,0.001304,0.101278,1,41.38560486,2.16963267,12.3651,8.250000,159.6519,1,0,0.427198,-0.169922,-0.423721,1.583136,254,32,1,-0.759243,0.003487,0.858015,0.005225,-0.035839,-0.069677,0.077238,0.249983,2.154679,0.719170,0.716729,0.554577,0.808275,0.800199,0.387855,0.099213,0.078213,0.359868,0.423787,0.425961,0.112509,0.013727,0.012247,0.034444,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
28600,CLEAN,GPS,0.850000,10,41.38559723,2.16963625,12.3506,-7.735179,2.868710,279.473236,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.445426,-0.003838,9.817972,0.000088,0.001232,0.101258,1,41.38559723,2.16963625,12.3506,8.250000,159.6519,1,0,0.425635,-0.168365,-0.401276,1.585693,255,32,1,-0.758904,0.000093,0.853903,0.005228,-0.035688,-0.069832,0.077978,0.249567,2.165688,0.719034,0.716582,0.554329,0.808083,0.799892,0.387549,0.099232,0.078154,0.361254,0.423690,0.425905,0.112330,0.013712,0.012227,0.034431,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
28700,CLEAN,GPS,0.850000,10,41.38558960,2.16964078,12.3877,-7.735179,2.868710,280.452545,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.444751,-0.004216,9.793165,0.000307,0.001150,0.101238,1,41.38558960,2.16964078,12.3877,8.250000,159.6519,1,0,0.390727,-0.166824,-0.301521,1.536376,256,32,1,-0.758403,-0.003051,0.849958,0.005228,-0.035567,-0.069999,0.078894,0.249496,2.176904,0.718906,0.716439,0.554085,0.807833,0.799539,0.387246,0.099254,0.078097,0.362645,0.423592,0.425847,0.112152,0.013698,0.012208,0.034418,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
28800,CLEAN,GPS,0.850000,10,41.38558197,2.16964340,12.3640,-7.735179,2.868710,281.433167,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.444203,-0.017208,9.806128,0.000522,0.001059,0.101217,1,41.38558197,2.16964340,12.3640,8.250000,159.6519,1,0,0.404489,-0.165405,-0.370186,1.550504,257,32,1,-0.758069,-0.006379,0.845979,0.005231,-0.035429,-0.070154,0.079706,0.249182,2.187941,0.718784,0.716298,0.553845,0.807639,0.799235,0.386952,0.099279,0.078044,0.364040,0.423495,0.425789,0.111976,0.013683,0.012189,0.034406,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
28900,CLEAN,GPS,0.850000,10,41.38557434,2.16964698,12.4208,-7.735179,2.868710,282.413025,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.443143,-0.014364,9.798515,0.000731,0.000959,0.101195,1,41.38557434,2.16964698,12.4208,8.250000,159.6519,1,0,0.370337,-0.164001,-0.353874,1.483053,258,32,1,-0.757786,-0.009582,0.842188,0.005237,-0.035299,-0.070302,0.080554,0.248935,2.198908,0.718668,0.716162,0.553609,0.807431,0.798920,0.386662,0.099307,0.077993,0.365440,0.423397,0.425731,0.111801,0.013669,0.012171,0.034394,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
29000,CLEAN,GPS,0.850000,10,41.38556671,2.16964960,12.3346,-7.735179,2.868710,283.392303,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.451305,-0.007730,9.792816,0.000931,0.000851,0.101173,1,41.38556671,2.16964960,12.3346,8.250000,159.6519,1,0,0.415789,-0.162781,-0.419174,1.561837,259,32,1,-0.757598,-0.013077,0.838206,0.005245,-0.035152,-0.070447,0.081294,0.248442,2.209821,0.718558,0.716028,0.553377,0.807198,0.798607,0.386374,0.099336,0.077945,0.366843,0.423300,0.425671,0.111627,0.013654,0.012152,0.034383,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
29100,CLEAN,GPS,0.850000,10,41.38555908,2.16965270,12.4147,-7.735179,2.868710,284.372986,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.442129,-0.018139,9.806785,0.001119,0.000737,0.101151,1,41.38555908,2.16965270,12.4147,8.250000,159.6519,1,0,0.374296,-0.161438,-0.439194,1.469901,260,32,1,-0.757570,-0.016464,0.834460,0.005258,-0.035003,-0.070578,0.081997,0.247903,2.220516,0.718453,0.715898,0.553149,0.807030,0.798332,0.386096,0.099368,0.077900,0.368250,0.423203,0.425611,0.111455,0.013639,0.012134,0.034372,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
29200,CLEAN,GPS,0.850000,10,41.38555145,2.16965628,12.3906,-7.735179,2.868710,285.354340,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.443821,-0.014051,9.813659,0.001295,0.000616,0.101127,1,41.38555145,2.16965628,12.3906,8.250000,159.6519,1,0,0.379366,-0.160339,-0.418251,1.486625,261,32,1,-0.757499,-0.019865,0.830696,0.005270,-0.034861,-0.070713,0.082739,0.247421,2.231298,0.718352,0.715771,0.552924,0.806880,0.798081,0.385821,0.099401,0.077858,0.369661,0.423106,0.425551,0.111284,0.013625,0.012116,0.034361,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
29300,CLEAN,GPS,0.850000,10,41.38554382,2.16966105,12.3074,-7.735179,2.868710,286.335541,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.451279,-0.021563,9.811899,0.001454,0.000491,0.101103,1,41.38554382,2.16966105,12.3074,8.250000,159.6519,1,0,0.402602,-0.159210,-0.299973,1.561443,262,32,1,-0.757097,-0.023207,0.826804,0.005272,-0.034752,-0.070874,0.083709,0.247295,2.242538,0.718258,0.715647,0.552704,0.806731,0.797852,0.385548,0.099436,0.077819,0.371075,0.423009,0.425489,0.111115,0.013610,0.012099,0.034350,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
29400,CLEAN,GPS,0.850000,10,41.38553619,2.16966438,12.3866,-7.735179,2.868710,287.315369,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.457002,-0.021211,9.798224,0.001596,0.000362,0.101079,1,41.38553619,2.16966438,12.3866,8.250000,159.6519,1,0,0.359863,-0.157928,-0.311562,1.470117,263,32,1,-0.756833,-0.026420,0.823145,0.005279,-0.034643,-0.071023,0.084661,0.247146,2.253587,0.718168,0.715528,0.552486,0.806544,0.797609,0.385276,0.099471,0.077782,0.372492,0.422912,0.425427,0.110947,0.013596,0.012081,0.034340,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
29500,CLEAN,GPS,0.850000,10,41.38552856,2.16966724,12.3786,-7.735179,2.868710,288.296143,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.454106,-0.022204,9.807663,0.001719,0.000229,0.101054,1,41.38552856,2.16966724,12.3786,8.250000,159.6519,1,0,0.365212,-0.156830,-0.362953,1.470502,264,32,1,-0.756712,-0.029749,0.819487,0.005290,-0.034522,-0.071162,0.085518,0.246823,2.264489,0.718082,0.715412,0.552272,0.806390,0.797392,0.385012,0.099508,0.077747,0.373911,0.422816,0.425365,0.110781,0.013581,0.012064,0.034330,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
29600,CLEAN,GPS,0.850000,10,41.38552094,2.16967082,12.3491,-7.735179,2.868710,289.275574,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.459577,-0.019696,9.794400,0.001821,0.000095,0.101029,1,41.38552094,2.16967082,12.3491,8.250000,159.6519,1,0,0.373920,-0.155777,-0.350845,1.491949,265,32,1,-0.756566,-0.033116,0.815800,0.005301,-0.034406,-0.071304,0.086399,0.246523,2.275458,0.718000,0.715301,0.552061,0.806196,0.797160,0.384749,0.099546,0.077715,0.375334,0.422720,0.425302,0.110615,0.013567,0.012047,0.034320,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
29700,CLEAN,GPS,0.850000,10,41.38551331,2.16967320,12.3695,-7.735179,2.868710,290.257294,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.460882,-0.015736,9.817142,0.001901,-0.000040,0.101003,1,41.38551331,2.16967320,12.3695,8.250000,159.6519,1,0,0.370609,-0.154694,-0.439682,1.462292,266,32,1,-0.756681,-0.036606,0.812173,0.005319,-0.034269,-0.071428,0.087097,0.245945,2.286127,0.717920,0.715191,0.551853,0.806060,0.796985,0.384491,0.099585,0.077685,0.376758,0.422624,0.425239,0.110452,0.013552,0.012031,0.034310,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
29800,CLEAN,GPS,0.850000,10,41.38550568,2.16967607,12.3252,-7.735179,2.868710,291.237579,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.464066,-0.019508,9.802772,0.001957,-0.000174,0.100976,1,41.38550568,2.16967607,12.3252,8.250000,159.6519,1,0,0.393244,-0.153702,-0.481529,1.498319,267,32,1,-0.756889,-0.040257,0.808467,0.005341,-0.034123,-0.071547,0.087701,0.245221,2.296736,0.717844,0.715087,0.551649,0.805890,0.796795,0.384234,0.099624,0.077658,0.378185,0.422528,0.425175,0.110289,0.013538,0.012015,0.034300,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
29900,CLEAN,GPS,0.850000,10,41.38549805,2.16967916,12.3258,-7.735179,2.868710,292.218781,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.456453,-0.017502,9.812031,0.001991,-0.000307,0.100950,1,41.38549805,2.16967916,12.3258,8.250000,159.6519,1,0,0.390675,-0.152664,-0.499924,1.487171,268,32,1,-0.757175,-0.043934,0.804798,0.005366,-0.033974,-0.071662,0.088252,0.244440,2.307270,0.717771,0.714985,0.551447,0.805754,0.796622,0.383983,0.099663,0.077632,0.379615,0.422433,0.425111,0.110128,0.013523,0.011998,0.034291,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
30000,CLEAN,GPS,0.850000,10,41.38549042,2.16968298,12.2815,-7.735179,2.868710,293.200867,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.452090,-0.019224,9.820990,0.002000,-0.000438,0.100922,1,41.38549042,2.16968298,12.2815,8.250000,159.6519,1,0,0.400606,-0.151627,-0.457176,1.521111,269,32,1,-0.757353,-0.047618,0.801080,0.005387,-0.033837,-0.071786,0.088880,0.243777,2.317968,0.717701,0.714887,0.551248,0.805650,0.796472,0.383736,0.099702,0.077608,0.381046,0.422337,0.425046,0.109968,0.013509,0.011982,0.034282,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
30100,CLEAN,GPS,0.850000,10,41.38548279,2.16968608,12.2489,-7.735179,2.868710,294.181061,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.463044,-0.019080,9.802036,0.001985,-0.000565,0.100895,1,41.38548279,2.16968608,12.2489,8.250000,159.6519,1,0,0.413319,-0.150543,-0.477776,1.541451,270,32,1,-0.757590,-0.051393,0.797326,0.005410,-0.033697,-0.071907,0.089449,0.243042,2.328636,0.717634,0.714793,0.551052,0.805487,0.796305,0.383486,0.099741,0.077585,0.382479,0.422242,0.424981,0.109810,0.013495,0.011967,0.034272,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
30200,CLEAN,GPS,0.850000,10,41.38547516,2.16969061,12.3261,-7.735179,2.868710,295.162872,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.454687,-0.030060,9.818156,0.001946,-0.000688,0.100867,1,41.38547516,2.16969061,12.3261,8.250000,159.6519,1,0,0.357399,-0.149429,-0.377388,1.450622,271,32,1,-0.757683,-0.054821,0.793828,0.005429,-0.033585,-0.072034,0.090221,0.242629,2.339415,0.717570,0.714702,0.550859,0.805390,0.796178,0.383244,0.099781,0.077564,0.383915,0.422148,0.424916,0.109653,0.013480,0.011951,0.034263,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
30300,CLEAN,GPS,0.850000,10,41.38546753,2.16969395,12.2651,-7.735179,2.868710,296.144287,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.458084,-0.019840,9.814244,0.001883,-0.000805,0.100839,1,41.38546753,2.16969395,12.2651,8.250000,159.6519,1,0,0.382577,-0.148438,-0.385765,1.502563,272,32,1,-0.757778,-0.058384,0.790226,0.005448,-0.033472,-0.072162,0.090964,0.242172,2.350248,0.717508,0.714615,0.550668,0.805267,0.796046,0.383002,0.099820,0.077544,0.385351,0.422053,0.424850,0.109497,0.013466,0.011936,0.034254,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
30400,CLEAN,GPS,0.850000,10,41.38545990,2.16969585,12.2485,-7.735179,2.868710,297.124207,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.467625,-0.034933,9.799190,0.001798,-0.000915,0.100810,1,41.38545990,2.16969585,12.2485,8.250000,159.6519,1,0,0.401975,-0.147354,-0.513008,1.507187,273,32,1,-0.758205,-0.062185,0.786591,0.005478,-0.033330,-0.072271,0.091405,0.241333,2.360737,0.717450,0.714532,0.550480,0.805116,0.795914,0.382760,0.099860,0.077525,0.386789,0.421959,0.424785,0.109342,0.013452,0.011921,0.034245,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
30500,CLEAN,GPS,0.850000,10,41.38545227,2.16970086,12.2459,-7.735179,2.868710,298.104462,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.467010,-0.033511,9.802500,0.001691,-0.001019,0.100782,1,41.38545227,2.16970086,12.2459,8.250000,159.6519,1,0,0.378097,-0.146332,-0.370956,1.496808,274,32,1,-0.758316,-0.065735,0.783039,0.005497,-0.033224,-0.072399,0.092150,0.240912,2.371579,0.717392,0.714451,0.550295,0.804974,0.795795,0.382519,0.099900,0.077507,0.388229,0.421865,0.424718,0.109189,0.013438,0.011906,0.034237,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
30600,CLEAN,GPS,0.850000,10,41.38544464,2.16970253,12.3018,-7.735179,2.868710,299.084381,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.481717,-0.022525,9.799204,0.001564,-0.001113,0.100753,1,41.38544464,2.16970253,12.3018,8.250000,159.6519,1,0,0.366525,-0.145294,-0.519798,1.428643,275,32,1,-0.758871,-0.069401,0.779611,0.005534,-0.033085,-0.072497,0.092531,0.240077,2.381897,0.717336,0.714374,0.550112,0.804794,0.795691,0.382275,0.099940,0.077490,0.389670,0.421772,0.424652,0.109037,0.013424,0.011892,0.034228,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
30700,CLEAN,GPS,0.850000,10,41.38543701,2.16970730,12.2409,-7.735179,2.868710,300.065063,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.471086,-0.029743,9.806782,0.001417,-0.001199,0.100723,1,41.38543701,2.16970730,12.2409,8.250000,159.6519,1,0,0.373247,-0.144424,-0.397758,1.480043,276,32,1,-0.759110,-0.072981,0.776122,0.005558,-0.032976,-0.072616,0.093175,0.239578,2.392614,0.717280,0.714299,0.549931,0.804655,0.795599,0.382037,0.099981,0.077473,0.391111,0.421678,0.424586,0.108886,0.013410,0.011877,0.034219,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
30800,CLEAN,GPS,0.850000,10,41.38542938,2.16970992,12.2719,-7.735179,2.868710,301.045837,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.488132,-0.036344,9.807884,0.001254,-0.001275,0.100694,1,41.38542938,2.16970992,12.2719,8.250000,159.6519,1,0,0.362109,-0.143448,-0.465240,1.436925,277,32,1,-0.759572,-0.076588,0.772724,0.005591,-0.032854,-0.072720,0.093637,0.238900,2.403066,0.717226,0.714229,0.549752,0.804511,0.795548,0.381796,0.100022,0.077456,0.392554,0.421585,0.424519,0.108736,0.013396,0.011863,0.034211,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
30900,CLEAN,GPS,0.850000,10,41.38542175,2.16971254,12.2049,-7.735179,2.868710,302.026093,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.490219,-0.030670,9.802576,0.001075,-0.001341,0.100665,1,41.38542175,2.16971254,12.2049,8.250000,159.6519,1,0,0.397588,-0.142593,-0.527275,1.493518,278,32,1,-0.760174,-0.080420,0.769197,0.005630,-0.032717,-0.072818,0.093927,0.238035,2.413424,0.717172,0.714162,0.549575,0.804344,0.795491,0.381555,0.100063,0.077440,0.393997,0.421493,0.424452,0.108588,0.013382,0.011849,0.034202,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
31000,CLEAN,GPS,0.850000,10,41.38541412,2.16971755,12.2066,-7.735179,2.868710,303.008484,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.478716,-0.038789,9.823862,0.000883,-0.001396,0.100635,1,41.38541412,2.16971755,12.2066,8.250000,159.6519,1,0,0.370680,-0.141632,-0.384964,1.477952,279,32,1,-0.760455,-0.083998,0.765765,0.005656,-0.032617,-0.072934,0.094536,0.237574,2.424127,0.717119,0.714100,0.549400,0.804253,0.795474,0.381322,0.100105,0.077423,0.395441,0.421400,0.424385,0.108441,0.013368,0.011835,0.034194,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
31100,CLEAN,GPS,0.850000,10,41.38540649,2.16972113,12.2316,-7.735179,2.868710,303.988495,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.480770,-0.022470,9.800251,0.000681,-0.001440,0.100605,1,41.38540649,2.16972113,12.2316,8.250000,159.6519,1,0,0.351952,-0.140656,-0.374527,1.440011,280,32,1,-0.760758,-0.087485,0.762436,0.005682,-0.032521,-0.073047,0.095149,0.237153,2.434783,0.717068,0.714041,0.549227,0.804075,0.795402,0.381086,0.100149,0.077407,0.396885,0.421308,0.424319,0.108296,0.013354,0.011822,0.034185,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
31200,CLEAN,GPS,0.850000,10,41.38539886,2.16972351,12.2018,-7.735179,2.868710,304.968414,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.501301,-0.030209,9.799088,0.000471,-0.001472,0.100575,1,41.38539886,2.16972351,12.2018,8.250000,159.6519,1,0,0.371867,-0.139709,-0.464951,1.458583,281,32,1,-0.761301,-0.091157,0.759053,0.005719,-0.032406,-0.073146,0.095516,0.236483,2.445202,0.717017,0.713986,0.549056,0.803886,0.795373,0.380846,0.100193,0.077390,0.398330,0.421216,0.424252,0.108151,0.013340,0.011809,0.034177,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
31300,CLEAN,GPS,0.850000,10,41.38539124,2.16972613,12.2255,-7.735179,2.868710,305.947845,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.488370,-0.021929,9.794433,0.000254,-0.001492,0.100545,1,41.38539124,2.16972613,12.2255,8.250000,159.6519,1,0,0.364629,-0.138748,-0.527878,1.422047,282,32,1,-0.762052,-0.094847,0.755745,0.005766,-0.032278,-0.073231,0.095696,0.235663,2.455370,0.716966,0.713933,0.548887,0.803683,0.795310,0.380611,0.100240,0.077373,0.399775,0.421124,0.424185,0.108008,0.013326,0.011795,0.034168,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
31400,CLEAN,GPS,0.850000,10,41.38538361,2.16972947,12.1656,-7.735179,2.868710,306.927155,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.490021,-0.022970,9.793207,0.000035,-0.001500,0.100515,1,41.38538361,2.16972947,12.1656,8.250000,159.6519,1,0,0.386401,-0.137817,-0.525810,1.470444,283,32,1,-0.762792,-0.098640,0.752349,0.005812,-0.032153,-0.073319,0.095852,0.234844,2.465596,0.716913,0.713883,0.548719,0.803476,0.795253,0.380376,0.100287,0.077356,0.401220,0.421032,0.424118,0.107866,0.013312,0.011782,0.034160,0.000000,0.000000,0.000000,0.0000,2,1,0,20,0,44,25.00
31500,CLEAN,GPS,0.850000,10,41.38537598,2.16973305,12.1733,-7.735179,2.868710,307.907501,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.495737,-0.038006,9.803381,-0.000185,-0.001496,0.100485,1,41.38537598,2.16973305,12.1733,8.250000,159.6519,1,0,0.372818,-0.136826,-0.503777,1.448494,284,32,1,-0.763512,-0.102354,0.749022,0.005857,-0.032034,-0.073406,0.096035,0.234102,2.475827,0.716860,0.713836,0.548554,0.803313,0.795244,0.380142,0.100336,0.077337,0.402665,0.420941,0.424051,0.107725,0.013299,0.011770,0.034152,0.000000,0.000000,0.000000,0.0000,2,1,0,17,0,44,25.00
31600,CLEAN,GPS,0.850000,10,41.38536835,2.16973758,12.2085,-7.735179,2.868710,308.889282,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.510630,-0.030512,9.817936,-0.000402,-0.001479,0.100455,1,41.38536835,2.16973758,12.2085,8.250000,159.6519,1,0,0.337202,-0.135849,-0.404114,1.399767,285,32,1,-0.764025,-0.105818,0.745847,0.005893,-0.031940,-0.073501,0.096449,0.233641,2.486242,0.716807,0.713791,0.548390,0.803162,0.795290,0.379905,0.100387,0.077319,0.404109,0.420850,0.423983,0.107585,0.013285,0.011757,0.034143,0.000000,0.000000,0.000000,0.0000,2,1,0,14,0,44,25.00
31700,CLEAN,GPS,0.850000,10,41.38536072,2.16974092,12.1984,-7.735179,2.868710,309.869110,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.505490,-0.028392,9.798363,-0.000615,-0.001451,0.100425,1,41.38536072,2.16974092,12.1984,8.250000,159.6519,1,0,0.337858,-0.134888,-0.412811,1.398896,286,32,1,-0.764582,-0.109294,0.742685,0.005931,-0.031846,-0.073594,0.096819,0.233167,2.496610,0.716754,0.713752,0.548227,0.802960,0.795287,0.379669,0.100441,0.077299,0.405554,0.420759,0.423916,0.107447,0.013271,0.011745,0.034135,0.000000,0.000000,0.000000,0.0000,2,1,0,14,0,44,25.00
31800,CLEAN,GPS,0.850000,10,41.38535309,2.16974378,12.2300,-7.735179,2.868710,310.850250,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.520816,-0.031418,9.811437,-0.000820,-0.001411,0.100395,1,41.38535309,2.16974378,12.2300,8.250000,159.6519,1,0,0.325445,-0.133926,-0.460800,1.355956,287,32,1,-0.765310,-0.112743,0.739615,0.005978,-0.031743,-0.073673,0.097038,0.232594,2.506752,0.716701,0.713715,0.548066,0.802784,0.795346,0.379433,0.100497,0.077279,0.406998,0.420668,0.423849,0.107309,0.013258,0.011733,0.034127,0.000000,0.000000,0.000000,0.0000,2,1,0,13,0,44,25.00
31900,CLEAN,GPS,0.850000,10,41.38534546,2.16974711,12.2078,-7.735179,2.868710,311.830566,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.517962,-0.031075,9.803027,-0.001015,-0.001360,0.100366,1,41.38534546,2.16974711,12.2078,8.250000,159.6519,1,0,0.331472,-0.133011,-0.465225,1.368574,288,32,1,-0.766063,-0.116224,0.736530,0.006026,-0.031641,-0.073751,0.097220,0.232019,2.516876,0.716647,0.713683,0.547906,0.802586,0.795383,0.379198,0.100556,0.077258,0.408441,0.420577,0.423782,0.107173,0.013244,0.011721,0.034119,0.000000,0.000000,0.000000,0.0000,2,1,0,12,0,44,25.00
