Timestamp_ms,Escenario,Modo,Calidad,Satelites,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Rumbo,CrossTrack_m,AlongTrack_m,OdomFault,HealthScore,HealthMode,PowerState,ShutdownLatched,WaypointCount,BspBus,RadioDroppedPackets,Imu_Valid,Imu_Accel_X,Imu_Accel_Y,Imu_Accel_Z,Imu_Gyro_X,Imu_Gyro_Y,Imu_Gyro_Z,Gnss_Fix,Gnss_Lat,Gnss_Lon,Gnss_Alt,Gnss_Speed,Gnss_Course,Ekf_Active,Ekf_Outlier,Gnss_NIS,Gnss_Innov_N,Gnss_Innov_E,Gnss_Innov_D,Gnss_Accept_Count,Gnss_Reject_Count,Gnss_Update_Accepted,Ekf_Bias_Ax,Ekf_Bias_Ay,Ekf_Bias_Az,Ekf_Bias_Gx,Ekf_Bias_Gy,Ekf_Bias_Gz,Ekf_Att_Roll,Ekf_Att_Pitch,Ekf_Att_Yaw,Ekf_P_PosN,Ekf_P_PosE,Ekf_P_PosD,Ekf_P_VelN,Ekf_P_VelE,Ekf_P_VelD,Ekf_P_Roll,Ekf_P_Pitch,Ekf_P_Yaw,Ekf_P_BiasAx,Ekf_P_BiasAy,Ekf_P_BiasAz,Ekf_P_BiasGx,Ekf_P_BiasGy,Ekf_P_BiasGz,Desired_Heading,Desired_Speed,Desired_Climb,CrossTrack_Signed_m,Mission_State,Active_WP,Return_Home,Loop_us,Missed_Ticks,Max_Loop_us,Temperature_C
3000,CLEAN,GPS,0.850000,10,41.38750458,2.16880679,13.5705,10.203899,-6.315095,28.432367,328.2470,12.0630,15.0154,0,0,NOMINAL,0,0,4,0,0,1,-2.447544,0.006559,9.816040,-0.000315,-0.001356,-0.388235,1,41.38750458,2.16880679,13.5705,12.000000,328.2470,1,1,25.192068,11.858170,9.776166,-1.554192,10,21,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.013850,0.011176,0.564138,1.869361,1.870759,1.569070,2.222585,2.236087,1.278467,0.219000,0.219000,0.231391,0.499938,0.499938,0.499942,0.100007,0.100007,0.100007,-0.585588,8.500000,1.555274,-12.0630,3,2,0,14,0,44,25.00
3100,CLEAN,GPS,0.850000,10,41.38751221,2.16880012,13.7242,9.792295,-6.494109,29.412748,326.4482,11.2058,14.5759,0,0,NOMINAL,0,0,4,0,0,1,-2.467261,-0.005861,9.803802,-0.000530,-0.001408,-0.313148,1,41.38751221,2.16880012,13.7242,11.750000,326.4482,1,1,25.483723,12.773644,9.178043,-1.708358,10,22,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.014050,0.010981,0.548481,1.963829,1.965658,1.622838,2.316880,2.332031,1.298850,0.222373,0.222373,0.234706,0.499939,0.499939,0.499942,0.100007,0.100007,0.100008,-0.620007,8.500000,1.487379,-11.2058,3,2,0,10,0,44,25.00
3200,CLEAN,GPS,0.850000,10,41.38751984,2.16879153,13.8594,9.359559,-6.681964,30.392439,324.4763,10.3224,13.9845,0,0,NOMINAL,0,0,4,0,0,1,-2.457349,-0.004466,9.796910,-0.000739,-0.001449,-0.343357,1,41.38751984,2.16879153,13.8594,11.500000,324.4763,1,1,25.653687,13.694248,8.423513,-1.844117,10,23,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.014273,0.010759,0.531314,2.063068,2.065405,1.677812,2.413409,2.430299,1.319944,0.225776,0.225775,0.238079,0.499939,0.499939,0.499943,0.100007,0.100007,0.100008,-0.659318,8.496130,1.410331,-10.3224,4,2,0,11,0,44,25.00
3300,CLEAN,GPS,0.850000,10,41.38752747,2.16878366,14.0026,8.892113,-6.891504,31.373579,322.2238,0.0000,15.0492,0,0,NOMINAL,0,0,4,0,0,1,-2.467466,0.005130,9.811397,-0.000938,-0.001478,-0.392284,1,41.38752747,2.16878366,14.0026,11.250000,322.2238,1,1,26.098345,14.620077,7.731127,-1.987853,10,24,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.014529,0.010496,0.511700,2.167202,2.170130,1.733994,2.512273,2.531035,1.341791,0.229206,0.229205,0.241510,0.499940,0.499940,0.499943,0.100008,0.100008,0.100008,2.764157,8.762312,-0.024952,0.0000,4,1,1,8,0,44,25.00
3400,CLEAN,GPS,0.850000,10,41.38751984,2.16878700,14.0638,-10.225741,4.053913,32.352493,158.3745,0.0000,14.1586,0,0,NOMINAL,0,0,4,0,0,1,-2.475145,-0.010680,9.789125,-0.001127,-0.001495,-28.596245,1,41.38751984,2.16878700,14.0638,11.000000,158.3745,1,1,23.406948,13.854637,7.968598,-2.049509,10,25,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.014679,-0.010365,-0.729468,2.276353,2.279963,1.791389,2.531999,2.554737,1.364944,0.400079,0.400080,0.244994,0.499940,0.499940,0.499944,0.100008,0.100008,0.100008,2.760360,8.539646,-0.027225,0.0000,4,1,1,8,0,44,25.00
3500,CLEAN,GPS,0.850000,10,41.38751221,2.16879177,14.0619,-9.978223,3.999695,33.331715,158.1570,0.0000,13.2238,0,0,NOMINAL,0,0,4,0,0,1,-2.459122,-0.001794,9.792226,-0.001301,-0.001500,-0.037101,1,41.38751221,2.16879177,14.0619,10.750000,158.1570,1,1,21.134462,13.093630,8.320885,-2.047977,10,26,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.014724,-0.010373,-0.731323,2.387497,2.391917,1.850011,2.687158,2.712150,1.390545,0.400294,0.400294,0.248530,0.499941,0.499941,0.499944,0.100008,0.100008,0.100009,2.764411,8.305941,-0.028988,0.0000,4,1,1,8,0,44,25.00
3600,CLEAN,GPS,0.850000,10,41.38750458,2.16879630,14.0857,-9.761918,3.867163,34.312046,158.3891,0.0000,12.2964,0,0,NOMINAL,0,0,4,0,0,1,-2.470402,-0.013232,9.803308,-0.001460,-0.001493,0.041394,1,41.38750458,2.16879630,14.0857,10.500000,158.3891,1,1,19.068319,12.337101,8.648849,-2.071982,10,27,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.014819,-0.010324,-0.729254,2.505322,2.510669,1.909901,2.847643,2.874605,1.418068,0.400579,0.400580,0.252116,0.499941,0.499941,0.499945,0.100008,0.100008,0.100009,2.767573,8.074110,-0.031367,0.0000,4,1,1,8,0,44,25.00
3700,CLEAN,GPS,0.850000,10,41.38749695,2.16880083,14.0333,-9.541378,3.744943,35.291569,158.5703,0.0000,11.3693,0,0,NOMINAL,0,0,4,0,0,1,-2.464182,-0.015152,9.795211,-0.001601,-0.001473,0.032510,1,41.38749695,2.16880083,14.0333,10.250000,158.5703,1,1,17.174755,11.585047,8.972387,-2.019791,10,28,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.014916,-0.010280,-0.727629,2.630133,2.636531,1.971087,3.012134,3.040802,1.447335,0.400933,0.400934,0.255749,0.499942,0.499942,0.499945,0.100009,0.100009,0.100009,2.771250,7.842315,-0.032871,0.0000,4,1,1,7,0,44,25.00
3800,CLEAN,GPS,0.850000,10,41.38748932,2.16880560,14.0066,-9.322034,3.619349,36.273972,158.7809,0.0000,10.4352,0,0,NOMINAL,0,0,4,0,0,1,-2.470759,-0.019655,9.824026,-0.001723,-0.001442,0.037679,1,41.38748932,2.16880560,14.0066,10.000000,158.7809,1,1,15.517352,10.837495,9.311388,-1.993276,10,29,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.015021,-0.010230,-0.725746,2.762215,2.769788,2.033598,3.180688,3.210855,1.478315,0.401356,0.401357,0.259427,0.499942,0.499942,0.499946,0.100009,0.100009,0.100009,2.777359,7.608791,-0.035090,0.0000,4,1,1,7,0,44,25.00
3900,CLEAN,GPS,0.850000,10,41.38748169,2.16881013,14.0520,-9.110370,3.473277,37.252888,159.1309,0.0000,9.5085,0,0,NOMINAL,0,0,4,0,0,1,-2.478551,-0.015011,9.789159,-0.001824,-0.001399,0.062008,1,41.38748169,2.16881013,14.0520,9.750000,159.1309,1,1,14.047688,10.094460,9.626078,-2.038757,10,30,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.015144,-0.010160,-0.722647,2.901866,2.910738,2.097473,3.351761,3.383261,1.510898,0.401855,0.401856,0.263150,0.499943,0.499943,0.499946,0.100009,0.100009,0.100010,2.782710,7.377125,-0.039049,0.0000,4,1,1,8,0,44,25.00
4000,CLEAN,GPS,0.850000,10,41.38747406,2.16881371,14.0178,-8.894753,3.336670,38.232304,159.4375,0.0000,8.6099,0,0,NOMINAL,0,0,4,0,0,1,-2.477342,-0.002936,9.794168,-0.001903,-0.001345,0.054443,1,41.38747406,2.16881371,14.0178,9.500000,159.4375,1,1,12.605601,9.355930,9.856815,-2.004455,10,31,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.015266,-0.010093,-0.719925,3.049339,3.059632,2.162755,3.525555,3.558220,1.544931,0.402426,0.402427,0.266914,0.499943,0.499943,0.499947,0.100009,0.100009,0.100010,2.780548,7.152482,-0.041987,0.0000,4,1,1,13,0,44,25.00
4100,CLEAN,GPS,0.850000,10,41.38746643,2.16881752,14.0206,-8.653637,3.267578,39.213516,159.3137,0.0000,7.7044,0,0,NOMINAL,0,0,4,0,0,1,-2.484902,-0.019540,9.812134,-0.001959,-0.001280,-0.020674,1,41.38746643,2.16881752,14.0206,9.250000,159.3137,1,1,11.365622,8.621942,10.103004,-2.007135,10,32,0,-0.050844,0.000011,-0.000058,-0.000000,-0.001869,0.000005,-0.015354,-0.010079,-0.720960,3.204888,3.216719,2.229489,3.701812,3.735534,1.580468,0.403052,0.403053,0.270718,0.499944,0.499944,0.499947,0.100010,0.100010,0.100010,2.780294,6.926090,-0.046419,0.0000,4,1,1,8,0,44,25.00
4200,CLEAN,GPS,0.850000,10,41.38745880,2.16882062,14.0619,-8.418946,3.181405,40.194447,159.2991,0.0000,6.8201,0,0,NOMINAL,0,0,4,0,0,1,-2.495075,-0.015572,9.809316,-0.001991,-0.001205,-0.001591,1,41.38745880,2.16882062,14.0619,9.000000,159.2991,1,0,10.216253,7.892502,10.285109,-2.048285,11,32,1,-0.353936,0.097523,0.109851,-0.034362,-0.105119,0.008085,-0.665161,0.195032,-0.831207,1.979663,1.983777,1.672990,2.675905,2.699740,1.259578,0.331038,0.330520,0.273803,0.489606,0.489579,0.475886,0.093252,0.093302,0.099918,2.771793,6.705030,-0.052724,0.0000,4,1,1,11,0,44,25.00
4300,CLEAN,GPS,0.850000,10,41.38745117,2.16882491,14.0020,-8.158500,3.162498,41.175529,158.8121,0.0000,5.9003,0,0,NOMINAL,0,0,4,0,0,1,-2.500490,-0.006581,9.810831,-0.002000,-0.001119,-0.084045,1,41.38745117,2.16882491,14.0020,8.750000,158.8121,1,0,1.682570,1.740146,3.521717,-1.269081,12,32,1,-0.410845,0.103303,0.155062,-0.035504,-0.126701,0.010258,-0.804952,0.200948,-0.857123,1.585981,1.588635,1.408840,2.430640,2.442852,1.111268,0.311229,0.310340,0.277408,0.487476,0.487427,0.465698,0.091387,0.091461,0.099893,2.776401,6.475074,-0.058017,0.0000,4,1,1,11,0,44,25.00
4400,CLEAN,GPS,0.850000,10,41.38744354,2.16882944,13.9822,-7.939470,3.035592,42.155743,159.0760,0.0000,4.9737,0,0,NOMINAL,0,0,4,0,0,1,-2.497998,-0.018636,9.802124,-0.001984,-0.001025,0.047044,1,41.38744354,2.16882944,13.9822,8.500000,159.0760,1,0,0.518554,-0.081800,1.946877,-0.839613,13,32,1,-0.427605,0.095736,0.177139,-0.030882,-0.134553,0.011395,-0.851815,0.187078,-0.847365,1.379928,1.381907,1.247924,2.340399,2.343309,1.031649,0.300826,0.299502,0.281098,0.486678,0.486616,0.459654,0.090303,0.090402,0.099879,2.786452,6.243423,-0.066352,0.0000,2,1,1,13,0,44,25.00
4500,CLEAN,GPS,0.850000,10,41.38743591,2.16883230,14.0213,-7.735179,2.868710,43.136738,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.499968,-0.010205,9.809958,-0.001944,-0.000923,0.101486,1,41.38743591,2.16883230,14.0213,8.250000,159.6519,1,0,0.352628,-1.170661,1.045036,-0.627374,14,32,1,-0.429635,0.086524,0.189399,-0.023931,-0.136165,0.011978,-0.860455,0.167624,-0.822029,1.252085,1.253538,1.137609,2.308387,2.300912,0.992141,0.293702,0.291850,0.284820,0.486333,0.486262,0.455378,0.089451,0.089586,0.099867,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
4600,CLEAN,GPS,0.850000,10,41.38742828,2.16883516,13.9952,-7.735179,2.868710,44.116405,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.509578,-0.025840,9.796693,-0.001880,-0.000812,0.101492,1,41.38742828,2.16883516,13.9952,8.250000,159.6519,1,0,0.551641,-1.977618,0.455761,-0.408793,15,32,1,-0.425300,0.079196,0.194578,-0.015489,-0.133799,0.012151,-0.848665,0.143174,-0.787764,1.166133,1.167016,1.056575,2.303761,2.283425,0.979949,0.287996,0.285518,0.288557,0.486180,0.486106,0.451998,0.088667,0.088853,0.099857,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
4700,CLEAN,GPS,0.850000,10,41.38742065,2.16883969,13.9867,-7.735179,2.868710,45.097565,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.513201,-0.012279,9.811599,-0.001794,-0.000696,0.101497,1,41.38742065,2.16883969,13.9867,8.250000,159.6519,1,0,0.926672,-2.627974,0.149897,-0.250271,16,32,1,-0.418426,0.075304,0.195338,-0.005530,-0.128659,0.012020,-0.825995,0.112919,-0.745681,1.106087,1.106239,0.994384,2.313343,2.277208,0.986988,0.282934,0.279724,0.292302,0.486110,0.486038,0.449116,0.087879,0.088136,0.099846,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
4800,CLEAN,GPS,0.850000,10,41.38741302,2.16884232,13.9827,-7.735179,2.868710,46.078857,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.518032,-0.022597,9.812941,-0.001686,-0.000574,0.101502,1,41.38741302,2.16884232,13.9827,8.250000,159.6519,1,0,1.367519,-3.166784,-0.265507,-0.117921,17,32,1,-0.410645,0.076481,0.193047,0.005357,-0.120351,0.011485,-0.792036,0.077960,-0.697554,1.063605,1.062771,0.945285,2.329943,2.274992,1.006906,0.278126,0.274077,0.296050,0.486063,0.486000,0.446520,0.087050,0.087398,0.099834,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
4900,CLEAN,GPS,0.850000,10,41.38740540,2.16884565,13.9576,-7.735179,2.868710,47.061317,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.518079,-0.029027,9.824600,-0.001558,-0.000447,0.101505,1,41.38740540,2.16884565,13.9576,8.250000,159.6519,1,0,1.831609,-3.612210,-0.560188,0.020461,18,32,1,-0.403340,0.083247,0.188137,0.017122,-0.109260,0.010574,-0.750494,0.037354,-0.644090,1.033752,1.031588,0.905846,2.349145,2.272998,1.034425,0.273348,0.268362,0.299800,0.486001,0.485954,0.444087,0.086160,0.086619,0.099821,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5000,CLEAN,GPS,0.850000,10,41.38739777,2.16884851,13.9188,-7.735179,2.868710,48.043415,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.526632,-0.020082,9.820982,-0.001411,-0.000316,0.101508,1,41.38739777,2.16884851,13.9188,8.250000,159.6519,1,0,2.288119,-3.971410,-0.861874,0.156900,19,32,1,-0.397598,0.096006,0.181129,0.029404,-0.095369,0.009262,-0.702357,-0.008856,-0.586510,1.013294,1.009391,0.873882,2.367535,2.268637,1.065221,0.268468,0.262461,0.303555,0.485901,0.485872,0.441737,0.085199,0.085786,0.099806,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5100,CLEAN,GPS,0.850000,10,41.38739014,2.16885185,13.9263,-7.735179,2.868710,49.025810,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.528339,-0.032593,9.823941,-0.001247,-0.000183,0.101510,1,41.38739014,2.16885185,13.9263,8.250000,159.6519,1,0,2.682662,-4.246993,-1.089762,0.229999,20,32,1,-0.394022,0.114691,0.173440,0.042099,-0.079065,0.007593,-0.650502,-0.061248,-0.525835,0.999915,0.993825,0.847915,2.382522,2.260934,1.095640,0.263405,0.256320,0.307319,0.485743,0.485736,0.439418,0.084165,0.084893,0.099791,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5200,CLEAN,GPS,0.850000,10,41.38738251,2.16885591,13.9917,-7.735179,2.868710,50.008362,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.519027,-0.024299,9.825503,-0.001068,-0.000049,0.101510,1,41.38738251,2.16885591,13.9917,8.250000,159.6519,1,0,2.973150,-4.439652,-1.234966,0.234027,21,32,1,-0.392748,0.138890,0.166455,0.055137,-0.060892,0.005642,-0.598219,-0.120097,-0.463234,0.991836,0.983129,0.826882,2.391780,2.249153,1.123140,0.258117,0.249931,0.311100,0.485517,0.485532,0.437090,0.083063,0.083937,0.099774,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5300,CLEAN,GPS,0.850000,10,41.38737488,2.16885853,13.8969,-7.735179,2.868710,50.988373,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.536373,-0.027604,9.800106,-0.000876,0.000086,0.101510,1,41.38737488,2.16885853,13.8969,8.250000,159.6519,1,0,3.229336,-4.550243,-1.487577,0.393284,22,32,1,-0.394982,0.168066,0.157987,0.067596,-0.040623,0.003344,-0.543614,-0.183118,-0.400428,0.987614,0.975933,0.809956,2.393183,2.232853,1.145878,0.252593,0.243322,0.314909,0.485216,0.485252,0.434725,0.081903,0.082920,0.099756,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5400,CLEAN,GPS,0.850000,10,41.38736725,2.16886234,13.9827,-7.735179,2.868710,51.968388,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.539559,-0.020138,9.800133,-0.000673,0.000221,0.101509,1,41.38736725,2.16886234,13.9827,8.250000,159.6519,1,0,3.318277,-4.582398,-1.603781,0.345048,23,32,1,-0.399918,0.201195,0.151589,0.079734,-0.019293,0.000863,-0.491486,-0.250680,-0.338424,0.986042,0.971156,0.796452,2.385505,2.212644,1.162872,0.246841,0.236547,0.318758,0.484839,0.484892,0.432300,0.080698,0.081848,0.099737,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5500,CLEAN,GPS,0.850000,10,41.38735962,2.16886544,13.9686,-7.735179,2.868710,52.950233,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.531045,-0.022732,9.818464,-0.000462,0.000353,0.101507,1,41.38735962,2.16886544,13.9686,8.250000,159.6519,1,0,3.343902,-4.539499,-1.762302,0.392910,24,32,1,-0.408101,0.237241,0.145885,0.090914,0.002941,-0.001798,-0.441062,-0.320516,-0.278345,0.986113,0.967964,0.785774,2.367928,2.189065,1.173872,0.240892,0.229680,0.322661,0.484389,0.484456,0.429798,0.079466,0.080732,0.099718,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5600,CLEAN,GPS,0.850000,10,41.38735199,2.16886973,13.9027,-7.735179,2.868710,53.929417,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.528570,-0.030444,9.791823,-0.000246,0.000483,0.101504,1,41.38735199,2.16886973,13.9027,8.250000,159.6519,1,0,3.227281,-4.428514,-1.790056,0.476754,25,32,1,-0.418596,0.274975,0.139904,0.101180,0.025262,-0.004513,-0.395145,-0.391823,-0.221000,0.986997,0.965727,0.777388,2.339555,2.162245,1.178903,0.234789,0.222803,0.326629,0.483872,0.483951,0.427206,0.078223,0.079582,0.099698,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5700,CLEAN,GPS,0.850000,10,41.38734436,2.16887283,13.9576,-7.735179,2.868710,54.910282,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.530510,-0.037258,9.808642,-0.000026,0.000608,0.101501,1,41.38734436,2.16887283,13.9576,8.250000,159.6519,1,0,3.068378,-4.257266,-1.900967,0.423066,26,32,1,-0.431586,0.313241,0.136443,0.110169,0.047387,-0.007247,-0.352947,-0.462371,-0.166928,0.988010,0.963968,0.770816,2.301049,2.132973,1.178962,0.228583,0.216006,0.330675,0.483297,0.483387,0.424513,0.076985,0.078413,0.099678,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5800,CLEAN,GPS,0.850000,10,41.38733673,2.16887617,13.9060,-7.735179,2.868710,55.889805,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.532727,-0.030075,9.795219,0.000193,0.000729,0.101496,1,41.38733673,2.16887617,13.9060,8.250000,159.6519,1,0,2.847984,-4.035452,-1.960432,0.472933,27,32,1,-0.446664,0.350973,0.133423,0.117709,0.068924,-0.009949,-0.314626,-0.530738,-0.116456,0.988638,0.962357,0.765643,2.252872,2.101332,1.174988,0.222332,0.209374,0.334806,0.482676,0.482777,0.421709,0.075766,0.077240,0.099659,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
5900,CLEAN,GPS,0.850000,10,41.38732910,2.16887951,13.9186,-7.735179,2.868710,56.870193,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.550022,-0.022632,9.803900,0.000411,0.000844,0.101491,1,41.38732910,2.16887951,13.9186,8.250000,159.6519,1,0,2.574165,-3.773304,-1.990118,0.448015,28,32,1,-0.463101,0.387201,0.132019,0.123884,0.089390,-0.012542,-0.280895,-0.595883,-0.069797,0.988502,0.960659,0.761524,2.196405,2.067913,1.168161,0.216094,0.202986,0.339026,0.482019,0.482134,0.418790,0.074579,0.076078,0.099639,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
6000,CLEAN,GPS,0.850000,10,41.38732147,2.16888237,13.9301,-7.735179,2.868710,57.849895,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.550328,-0.034965,9.797038,0.000623,0.000952,0.101484,1,41.38732147,2.16888237,13.9301,8.250000,159.6519,1,0,2.299001,-3.480978,-2.033091,0.424138,29,32,1,-0.480725,0.421195,0.132215,0.128599,0.108617,-0.015008,-0.251038,-0.656674,-0.026860,0.987357,0.958733,0.758180,2.133078,2.032937,1.159374,0.209926,0.196910,0.343337,0.481338,0.481473,0.415753,0.073433,0.074940,0.099621,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
6100,CLEAN,GPS,0.850000,10,41.38731384,2.16888666,13.8491,-7.735179,2.868710,58.828945,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.544754,-0.039039,9.790503,0.000828,0.001052,0.101477,1,41.38731384,2.16888666,13.8491,8.250000,159.6519,1,0,1.957952,-3.168274,-1.925940,0.494906,30,32,1,-0.498112,0.452351,0.131245,0.132175,0.126115,-0.017270,-0.226571,-0.712952,0.012255,0.985072,0.956496,0.755398,2.064653,1.996662,1.149591,0.203878,0.191199,0.347735,0.480645,0.480804,0.412595,0.072334,0.073839,0.099603,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
6200,CLEAN,GPS,0.850000,10,41.38730621,2.16888809,13.9334,-7.735179,2.868710,59.807991,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.551622,-0.026188,9.790442,0.001023,0.001144,0.101469,1,41.38730621,2.16888809,13.9334,8.250000,159.6519,1,0,1.742288,-2.843983,-2.046995,0.399703,31,32,1,-0.516706,0.480436,0.133561,0.134234,0.142328,-0.019408,-0.204142,-0.763544,0.048308,0.981607,0.953911,0.753022,1.992884,1.959407,1.139767,0.197997,0.185894,0.352212,0.479950,0.480139,0.409318,0.071287,0.072784,0.099586,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
6300,CLEAN,GPS,0.850000,10,41.38729858,2.16889262,13.8868,-7.735179,2.868710,60.788700,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.547608,-0.026960,9.807101,0.001205,0.001227,0.101460,1,41.38729858,2.16889262,13.8868,8.250000,159.6519,1,0,1.403237,-2.515195,-1.866833,0.446753,32,32,1,-0.533858,0.505096,0.134405,0.135519,0.156505,-0.021295,-0.187265,-0.809234,0.080857,0.976994,0.950976,0.750951,1.919486,1.921625,1.130380,0.192320,0.181020,0.356761,0.479261,0.479487,0.405924,0.070292,0.071780,0.099570,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
6400,CLEAN,GPS,0.850000,10,41.38729095,2.16889477,13.8256,-7.735179,2.868710,61.768642,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.554119,-0.029023,9.799410,0.001373,0.001299,0.101450,1,41.38729095,2.16889477,13.8256,8.250000,159.6519,1,0,1.208764,-2.188347,-1.886520,0.516140,33,32,1,-0.551309,0.526404,0.134605,0.135509,0.169283,-0.023057,-0.172154,-0.849279,0.110910,0.971319,0.947710,0.749123,1.845697,1.883446,1.121884,0.186879,0.176592,0.361369,0.478586,0.478854,0.402419,0.069351,0.070833,0.099555,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
6500,CLEAN,GPS,0.850000,10,41.38728333,2.16889882,13.8329,-7.735179,2.868710,62.750053,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.542032,-0.033734,9.814103,0.001525,0.001361,0.101439,1,41.38728333,2.16889882,13.8329,8.250000,159.6519,1,0,0.942464,-1.868092,-1.716967,0.518378,34,32,1,-0.567046,0.544310,0.134041,0.134948,0.180143,-0.024591,-0.161626,-0.884482,0.138186,0.964694,0.944146,0.747502,1.772935,1.845349,1.114530,0.181698,0.172611,0.366027,0.477931,0.478246,0.398808,0.068462,0.069943,0.099541,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
6600,CLEAN,GPS,0.850000,10,41.38727570,2.16890216,13.8155,-7.735179,2.868710,63.729366,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.552908,-0.027010,9.793122,0.001657,0.001413,0.101428,1,41.38727570,2.16890216,13.8155,8.250000,159.6519,1,0,0.750148,-1.557673,-1.609215,0.559396,35,32,1,-0.581656,0.558982,0.132367,0.133702,0.189385,-0.025956,-0.154140,-0.914795,0.163319,0.957254,0.940324,0.746074,1.701880,1.807415,1.108502,0.176796,0.169070,0.370722,0.477301,0.477665,0.395100,0.067623,0.069111,0.099527,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
6700,CLEAN,GPS,0.850000,10,41.38726807,2.16890621,13.8633,-7.735179,2.868710,64.710670,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.549831,-0.035119,9.813049,0.001770,0.001452,0.101415,1,41.38726807,2.16890621,13.8633,8.250000,159.6519,1,0,0.556066,-1.259409,-1.435112,0.544482,36,32,1,-0.594427,0.570593,0.130150,0.132134,0.196922,-0.027125,-0.150563,-0.940697,0.186446,0.949133,0.936285,0.744841,1.633526,1.770248,1.103959,0.172188,0.165954,0.375441,0.476699,0.477114,0.391303,0.066832,0.068333,0.099514,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
